Crohn.Diet.2003.2004.bib	14613754	fatty acids	Chemical Compound	cids00000283
Crohn.Diet.2003.2004.bib	14613754	il-8	Genes/Proteins	ensp00000306512
Crohn.Diet.2003.2004.bib	14613754	oleic acid	Chemical Compound	cids00445639
Crohn.Diet.2003.2004.bib	14613754	inflammatory response	Biological Process	go:0006954
Crohn.Diet.2003.2004.bib	14613754	linoleic acid	Chemical Compound	cids05280450
Crohn.Diet.2003.2004.bib	14613754	neutrophil	Tissue	bto:0000130
Crohn.Diet.2003.2004.bib	14613754	disease	Disease	doid:4
Crohn.Diet.2003.2004.bib	14613754	inflammatory bowel disease	Disease	doid:0050589
Crohn.Diet.2003.2004.bib	12560759	disease	Disease	doid:4
Crohn.Diet.2003.2004.bib	12584603	disease	Disease	doid:4
Crohn.Diet.2003.2004.bib	12584603	ileocecal	Tissue	bto:0002273
Crohn.Diet.2003.2004.bib	15545167	fatty acids	Chemical Compound	cids00000283
Crohn.Diet.2003.2004.bib	15545167	inflammatory bowel disease	Disease	doid:0050589
Crohn.Diet.2003.2004.bib	15545167	duodenal	Tissue	bto:0000365
Crohn.Diet.2003.2004.bib	15545167	soy	Genes/Proteins	fbpp0088684
Crohn.Diet.2003.2004.bib	12910446	epilepsy	Disease	doid:1826
Crohn.Diet.2003.2004.bib	12910446	ulcerative colitis	Disease	doid:8577
Crohn.Diet.2003.2004.bib	12910446	central nervous system	Tissue	bto:0000227
Crohn.Diet.2003.2004.bib	12910446	cerebellar ataxia	Disease	doid:0050753
Crohn.Diet.2003.2004.bib	12910446	bacillus	Organism	1386
Crohn.Diet.2003.2004.bib	12910446	bioptic	Chemical Compound	cids00036294
Crohn.Diet.2003.2004.bib	12910446	bowel	Tissue	bto:0000648
Crohn.Diet.2003.2004.bib	12910446	tropheryma whipplei	Organism	2039
Crohn.Diet.2003.2004.bib	12910446	coeliac disease	Disease	doid:10608
Crohn.Diet.2003.2004.bib	12910446	dementia	Disease	doid:1307
Crohn.Diet.2003.2004.bib	12910446	disease	Disease	doid:4
Crohn.Diet.2003.2004.bib	14658259	disease	Disease	doid:4
