IBS.Food.2001.2002.bib	12403641	cyp	Genes/Proteins	ensrnop00000065082
IBS.Food.2001.2002.bib	12403641	5-methoxyindole-3-carboxylic acid	Chemical Compound	cids00259191
IBS.Food.2001.2002.bib	12403641	bowel	Tissue	bto:0000648
IBS.Food.2001.2002.bib	12403641	cytochrome p450	Molecular Function	go:0016712
IBS.Food.2001.2002.bib	12403641	cyp2d6	Genes/Proteins	ensgalp00000019386
IBS.Food.2001.2002.bib	12403641	digoxin	Chemical Compound	cids02724385
IBS.Food.2001.2002.bib	12403641	irritable bowel syndrome	Disease	doid:9778
IBS.Food.2001.2002.bib	12403641	dextromethorphan	Chemical Compound	cids05360696
IBS.Food.2001.2002.bib	12403641	5-hydroxytryptamine	Chemical Compound	cids00005202
IBS.Food.2001.2002.bib	12403641	receptors	Cellular Component	go:0043235
IBS.Food.2001.2002.bib	12403641	gastrointestinal tract	Tissue	bto:0000511
IBS.Food.2001.2002.bib	12403641	5-ht	Genes/Proteins	fbpp0080710
IBS.Food.2001.2002.bib	12403641	theophylline	Chemical Compound	cids00002153
IBS.Food.2001.2002.bib	12403641	m 29	Chemical Compound	cids16122582
IBS.Food.2001.2002.bib	12403641	glucuronide	Chemical Compound	cids05281877
IBS.Food.2001.2002.bib	12403641	tegaserod	Chemical Compound	cids05362436
IBS.Food.2001.2002.bib	12403641	colonic transit	Biological Process	go:0120056
IBS.Food.2001.2002.bib	12403641	stomach	Tissue	bto:0001307
IBS.Food.2001.2002.bib	12403641	constipation	Disease	doid:2089
IBS.Food.2001.2002.bib	12403641	warfarin	Chemical Compound	cids05001396
IBS.Food.2001.2002.bib	12403641	urine	Tissue	bto:0001419
IBS.Food.2001.2002.bib	12403641	conjugation	Biological Process	go:0000746
IBS.Food.2001.2002.bib	12403641	plasma	Tissue	bto:0000131
IBS.Food.2001.2002.bib	12077063	hypersensitivity	Biological Process	go:0002524
IBS.Food.2001.2002.bib	12077063	pathogenesis	Biological Process	go:0009405
IBS.Food.2001.2002.bib	12077063	inflammatory response	Biological Process	go:0006954
IBS.Food.2001.2002.bib	12077063	human	Organism	9606
IBS.Food.2001.2002.bib	12077063	mucosa	Tissue	bto:0000886
IBS.Food.2001.2002.bib	12077063	ileal mucosa	Tissue	bto:0000619
IBS.Food.2001.2002.bib	12077063	inflammatory cells	Tissue	bto:0003861
IBS.Food.2001.2002.bib	12077063	irritable bowel syndrome	Disease	doid:9778
IBS.Food.2001.2002.bib	12077063	reflexes	Biological Process	go:0060004
IBS.Food.2001.2002.bib	12408440	colon	Organism	1542223
IBS.Food.2001.2002.bib	12408440	proximal colon	Tissue	bto:0000649
IBS.Food.2001.2002.bib	12408440	mucosal	Tissue	bto:0000886
IBS.Food.2001.2002.bib	12408440	diarrhoea	Disease	doid:13250
IBS.Food.2001.2002.bib	12408440	irritable bowel syndrome	Disease	doid:9778
IBS.Food.2001.2002.bib	12408440	constipation	Disease	doid:2089
IBS.Food.2001.2002.bib	11475255	bacteria	Organism	1869227
IBS.Food.2001.2002.bib	11475255	cholecystokinin	Genes/Proteins	ensbtap00000017320
IBS.Food.2001.2002.bib	11475255	bowel	Tissue	bto:0000648
IBS.Food.2001.2002.bib	11475255	irritable bowel syndrome	Disease	doid:9778
IBS.Food.2001.2002.bib	11475255	fermentation	Biological Process	go:0006113
IBS.Food.2001.2002.bib	11475255	gastroenteritis	Disease	doid:2326
IBS.Food.2001.2002.bib	11475255	mucosa	Tissue	bto:0000886
IBS.Food.2001.2002.bib	11475255	defecation	Biological Process	go:0030421
IBS.Food.2001.2002.bib	11475255	brain	Tissue	bto:0000142
IBS.Food.2001.2002.bib	11475255	nerves	Tissue	bto:0000925
IBS.Food.2001.2002.bib	11475255	mast cells	Tissue	bto:0000830
IBS.Food.2001.2002.bib	11475255	intestinal pseudoobstruction	Disease	doid:3878
IBS.Food.2001.2002.bib	11475255	diarrhea	Disease	doid:13250
IBS.Food.2001.2002.bib	11475255	secretion	Biological Process	go:0046903
IBS.Food.2001.2002.bib	11475255	constipation	Disease	doid:2089
IBS.Food.2001.2002.bib	11475255	enteric nervous system	Tissue	bto:0002506
IBS.Food.2001.2002.bib	11475255	allergic disease	Disease	doid:1205
IBS.Food.2001.2002.bib	11507359	glucose	Chemical Compound	cids53782692
IBS.Food.2001.2002.bib	11507359	lactose	Chemical Compound	cids00084571
IBS.Food.2001.2002.bib	11507359	hydrogen	Chemical Compound	cids05362549
IBS.Food.2001.2002.bib	11507359	irritable bowel syndrome	Disease	doid:9778
IBS.Food.2001.2002.bib	11483442	gastrointestinal disorder	Disease	doid:77
IBS.Food.2001.2002.bib	11483442	bowel	Tissue	bto:0000648
IBS.Food.2001.2002.bib	11483442	fiber	Tissue	bto:0000450
IBS.Food.2001.2002.bib	11483442	irritable bowel syndrome	Disease	doid:9778
IBS.Food.2001.2002.bib	11483442	disease	Disease	doid:4
IBS.Food.2001.2002.bib	11686387	clostridium perfringens	Organism	1502
IBS.Food.2001.2002.bib	11686387	bifidobacteria	Organism	1678
IBS.Food.2001.2002.bib	11686387	enterococci	Organism	1350
IBS.Food.2001.2002.bib	11686387	bacteroides	Organism	816
IBS.Food.2001.2002.bib	11686387	vsl	Genes/Proteins	fbpp0080879
IBS.Food.2001.2002.bib	11686387	lactobacilli	Organism	1578
IBS.Food.2001.2002.bib	11686387	bifidobacterium infantis	Organism	1682
IBS.Food.2001.2002.bib	11686387	functional diarrhea	Disease	doid:11371
IBS.Food.2001.2002.bib	11686387	urease	Molecular Function	go:0009039
IBS.Food.2001.2002.bib	11686387	beta-galactosidase	Cellular Component	go:0009341
IBS.Food.2001.2002.bib	11686387	bifidobacterium breve	Organism	1685
IBS.Food.2001.2002.bib	11686387	streptococcus thermophilus	Organism	1308
IBS.Food.2001.2002.bib	11686387	irritable bowel syndrome	Disease	doid:9778
IBS.Food.2001.2002.bib	11721091	pineal gland	Tissue	bto:0001067
IBS.Food.2001.2002.bib	11721091	blood	Tissue	bto:0000089
IBS.Food.2001.2002.bib	11721091	peripheral blood	Tissue	bto:0000553
IBS.Food.2001.2002.bib	11721091	binding	Molecular Function	go:0005488
IBS.Food.2001.2002.bib	11721091	portal vein	Tissue	bto:0001792
IBS.Food.2001.2002.bib	11721091	epithelium	Tissue	bto:0000416
IBS.Food.2001.2002.bib	11721091	antioxidant	Molecular Function	go:0016209
IBS.Food.2001.2002.bib	11721091	irritable bowel syndrome	Disease	doid:9778
IBS.Food.2001.2002.bib	11721091	regeneration	Biological Process	go:0031099
IBS.Food.2001.2002.bib	11721091	embryos	Tissue	bto:0000379
IBS.Food.2001.2002.bib	11721091	gastrointestinal tract	Tissue	bto:0000511
IBS.Food.2001.2002.bib	11721091	mice	Organism	10090
IBS.Food.2001.2002.bib	11721091	digestive tract	Tissue	bto:0000058
IBS.Food.2001.2002.bib	11721091	immune system	Tissue	bto:0005810
IBS.Food.2001.2002.bib	11721091	autocrine	Molecular Function	go:0005125
IBS.Food.2001.2002.bib	11721091	smooth muscles	Tissue	bto:0001260
IBS.Food.2001.2002.bib	11721091	nerves	Tissue	bto:0000925
IBS.Food.2001.2002.bib	11721091	serotonin	Chemical Compound	cids00005202
IBS.Food.2001.2002.bib	11721091	diarrhea	Disease	doid:13250
IBS.Food.2001.2002.bib	11721091	hormone	Molecular Function	go:0005179
IBS.Food.2001.2002.bib	11721091	mammals	Organism	40674
IBS.Food.2001.2002.bib	11721091	melatonin	Chemical Compound	cids00000896
IBS.Food.2001.2002.bib	11721091	melatonin binding	Molecular Function	go:1904408
IBS.Food.2001.2002.bib	11721091	birds	Organism	8782
IBS.Food.2001.2002.bib	11721091	ulcerative colitis	Disease	doid:8577
IBS.Food.2001.2002.bib	11721091	vertebrates	Organism	7742
IBS.Food.2001.2002.bib	11721091	mucosa	Tissue	bto:0000886
IBS.Food.2001.2002.bib	11721091	secretion	Biological Process	go:0046903
IBS.Food.2001.2002.bib	11721091	rats	Organism	10116
IBS.Food.2001.2002.bib	11721091	colorectal cancer	Disease	doid:9256
IBS.Food.2001.2002.bib	12395907	muscles	Tissue	bto:0000887
