Colitis.Probiotics.2003.2004.bib	14562200	growth factors	Molecular Function	go:0008083
Colitis.Probiotics.2003.2004.bib	14562200	trefoil	Genes/Proteins	ensrnop00000060620
Colitis.Probiotics.2003.2004.bib	14562200	human	Organism	9606
Colitis.Probiotics.2003.2004.bib	14562200	cytokines	Molecular Function	go:0005125
Colitis.Probiotics.2003.2004.bib	14562200	immune system	Tissue	bto:0005810
Colitis.Probiotics.2003.2004.bib	14562200	hormones	Molecular Function	go:0005179
Colitis.Probiotics.2003.2004.bib	14562200	t cell	Tissue	bto:0000782
Colitis.Probiotics.2003.2004.bib	14562200	inflammatory bowel disease	Disease	doid:0050589
Colitis.Probiotics.2003.2004.bib	15284590	metronidazole	Chemical Compound	cids00004173
Colitis.Probiotics.2003.2004.bib	15284590	bone marrow	Tissue	bto:0000141
Colitis.Probiotics.2003.2004.bib	15284590	diarrhea	Disease	doid:13250
Colitis.Probiotics.2003.2004.bib	15284590	leukemia	Disease	doid:1240
Colitis.Probiotics.2003.2004.bib	15284590	clostridium difficile colitis	Disease	doid:0060185
Colitis.Probiotics.2003.2004.bib	12811208	colon	Organism	1542223
Colitis.Probiotics.2003.2004.bib	12811208	ulcerative colitis	Disease	doid:8577
Colitis.Probiotics.2003.2004.bib	12811208	human	Organism	9606
Colitis.Probiotics.2003.2004.bib	12811208	clostridium difficile colitis	Disease	doid:0060185
Colitis.Probiotics.2003.2004.bib	15220681	bacteria	Organism	1869227
Colitis.Probiotics.2003.2004.bib	15220681	pseudomembranous colitis	Disease	doid:0060185
Colitis.Probiotics.2003.2004.bib	15220681	clostridium difficile	Organism	1496
Colitis.Probiotics.2003.2004.bib	15220681	pathogenesis	Biological Process	go:0009405
Colitis.Probiotics.2003.2004.bib	15220681	colitis	Disease	doid:0060180
Colitis.Probiotics.2003.2004.bib	15220681	lactobacillus acidophilus	Organism	1579
Colitis.Probiotics.2003.2004.bib	15220681	bifidobacterium	Organism	1678
Colitis.Probiotics.2003.2004.bib	15220681	human	Organism	9606
Colitis.Probiotics.2003.2004.bib	15220681	bowel	Tissue	bto:0000648
Colitis.Probiotics.2003.2004.bib	15220681	diarrhea	Disease	doid:13250
