IBS.Nutrition.2005.2006.bib	15961989	tegaserod	Chemical Compound	cids05362436
IBS.Nutrition.2005.2006.bib	15961989	gastroparesis	Disease	doid:11914
IBS.Nutrition.2005.2006.bib	15961989	gastric motility	Biological Process	go:0035482
IBS.Nutrition.2005.2006.bib	15961989	cisapride	Chemical Compound	cids00002769
IBS.Nutrition.2005.2006.bib	15961989	metoclopramide	Chemical Compound	cids00004168
IBS.Nutrition.2005.2006.bib	15961989	gastric emptying	Biological Process	go:0035483
IBS.Nutrition.2005.2006.bib	15961989	serotonin	Chemical Compound	cids00005202
IBS.Nutrition.2005.2006.bib	15961989	irritable bowel syndrome	Disease	doid:9778
IBS.Nutrition.2005.2006.bib	15961989	domperidone	Chemical Compound	cids00003151
IBS.Nutrition.2005.2006.bib	17008364	insulin	Genes/Proteins	enssscp00000025428
IBS.Nutrition.2005.2006.bib	17008364	hypertension	Disease	doid:10763
IBS.Nutrition.2005.2006.bib	17008364	growth	Biological Process	go:0040007
IBS.Nutrition.2005.2006.bib	17008364	diabetes	Disease	doid:9351
IBS.Nutrition.2005.2006.bib	17008364	coronary heart disease	Disease	doid:3393
IBS.Nutrition.2005.2006.bib	17008364	irritable bowel syndrome	Disease	doid:9778
IBS.Nutrition.2005.2006.bib	16633135	bacteria	Organism	1869227
IBS.Nutrition.2005.2006.bib	16633135	gastritis	Disease	doid:4029
IBS.Nutrition.2005.2006.bib	16633135	human	Organism	9606
IBS.Nutrition.2005.2006.bib	16633135	inflammatory bowel diseases	Disease	doid:0050589
IBS.Nutrition.2005.2006.bib	16633135	cancer	Disease	doid:162
IBS.Nutrition.2005.2006.bib	16633135	helicobacter pylori	Organism	210
IBS.Nutrition.2005.2006.bib	16633135	irritable bowel syndrome	Disease	doid:9778
IBS.Nutrition.2005.2006.bib	16633135	disease	Disease	doid:4
IBS.Nutrition.2005.2006.bib	16413751	fibers	Tissue	bto:0000450
IBS.Nutrition.2005.2006.bib	16413751	bifidobacteria	Organism	1678
IBS.Nutrition.2005.2006.bib	16413751	lactobacilli	Organism	1578
IBS.Nutrition.2005.2006.bib	16413751	guar	Organism	3832
IBS.Nutrition.2005.2006.bib	16413751	diarrhea	Disease	doid:13250
IBS.Nutrition.2005.2006.bib	16413751	short-chain fatty acids	Chemical Compound	cids00000283
IBS.Nutrition.2005.2006.bib	16413751	irritable bowel syndrome	Disease	doid:9778
IBS.Nutrition.2005.2006.bib	16413751	constipation	Disease	doid:2089
IBS.Nutrition.2005.2006.bib	16185159	par-1	Genes/Proteins	yml007w
IBS.Nutrition.2005.2006.bib	16185159	par-4	Genes/Proteins	ensp00000248076
IBS.Nutrition.2005.2006.bib	16185159	thrombin	Genes/Proteins	ensmusp00000028681
IBS.Nutrition.2005.2006.bib	16185159	trypsin	Genes/Proteins	enssscp00000017465
IBS.Nutrition.2005.2006.bib	16185159	proteases	Molecular Function	go:0008233
IBS.Nutrition.2005.2006.bib	16185159	irritable bowel syndrome	Disease	doid:9778
IBS.Nutrition.2005.2006.bib	16185159	mucosal	Tissue	bto:0000886
IBS.Nutrition.2005.2006.bib	16185159	receptors	Cellular Component	go:0043235
IBS.Nutrition.2005.2006.bib	16185159	epithelial	Tissue	bto:0000416
IBS.Nutrition.2005.2006.bib	16185159	pars	Genes/Proteins	enssscp00000011535
IBS.Nutrition.2005.2006.bib	16185159	g-protein-coupled receptors	Cellular Component	go:0097648
IBS.Nutrition.2005.2006.bib	16185159	inflammatory response	Biological Process	go:0006954
IBS.Nutrition.2005.2006.bib	16185159	tryptase	Genes/Proteins	ensmusp00000120741
IBS.Nutrition.2005.2006.bib	16185159	secretion	Biological Process	go:0046903
IBS.Nutrition.2005.2006.bib	16185159	nociception	Biological Process	go:0019233
IBS.Nutrition.2005.2006.bib	16185159	gastrointestinal tract	Tissue	bto:0000511
IBS.Nutrition.2005.2006.bib	17078771	irritable bowel syndrome	Disease	doid:9778
IBS.Nutrition.2005.2006.bib	17557469	gastrointestinal disorder	Disease	doid:77
IBS.Nutrition.2005.2006.bib	17557469	pathogenesis	Biological Process	go:0009405
IBS.Nutrition.2005.2006.bib	17557469	colon cancer	Disease	doid:219
IBS.Nutrition.2005.2006.bib	17557469	immune system	Tissue	bto:0005810
IBS.Nutrition.2005.2006.bib	17557469	peptic ulcer disease	Disease	doid:750
IBS.Nutrition.2005.2006.bib	17557469	irritable bowel syndrome	Disease	doid:9778
IBS.Nutrition.2005.2006.bib	17557469	inflammatory bowel disease	Disease	doid:0050589
IBS.Nutrition.2005.2006.bib	17557469	sleep	Biological Process	go:0030431
IBS.Nutrition.2005.2006.bib	17151806	irritable bowel syndrome	Disease	doid:9778
IBS.Nutrition.2005.2006.bib	17151806	constipation	Disease	doid:2089
IBS.Nutrition.2005.2006.bib	17151806	adults	Tissue	bto:0001043
IBS.Nutrition.2005.2006.bib	17151806	dyspepsia	Disease	doid:2321
IBS.Nutrition.2005.2006.bib	16775498	calprotectin	Cellular Component	go:1990660
IBS.Nutrition.2005.2006.bib	16775498	neutrophil	Tissue	bto:0000130
IBS.Nutrition.2005.2006.bib	16775498	irritable bowel syndrome	Disease	doid:9778
IBS.Nutrition.2005.2006.bib	16775498	disease	Disease	doid:4
IBS.Nutrition.2005.2006.bib	16775498	plasma	Tissue	bto:0000131
IBS.Nutrition.2005.2006.bib	16775498	inflammatory bowel disease	Disease	doid:0050589
IBS.Nutrition.2005.2006.bib	16775498	adults	Tissue	bto:0001043
IBS.Nutrition.2005.2006.bib	17195872	constipation	Disease	doid:2089
IBS.Nutrition.2005.2006.bib	17195872	gastroesophageal reflux	Disease	doid:8534
IBS.Nutrition.2005.2006.bib	17195872	rett syndrome	Disease	doid:1206
IBS.Nutrition.2005.2006.bib	16767798	mentha piperita	Organism	34256
IBS.Nutrition.2005.2006.bib	16767798	hesperidin	Chemical Compound	cids00010621
IBS.Nutrition.2005.2006.bib	16767798	human	Organism	9606
IBS.Nutrition.2005.2006.bib	16767798	kidney stones	Disease	doid:585
IBS.Nutrition.2005.2006.bib	16767798	rosmarinic acid	Chemical Compound	cids05281792
IBS.Nutrition.2005.2006.bib	16767798	eriocitrin	Chemical Compound	cids00083489
IBS.Nutrition.2005.2006.bib	16767798	luteolin	Chemical Compound	cids05280445
IBS.Nutrition.2005.2006.bib	16767798	peripheral nervous system	Tissue	bto:0001028
IBS.Nutrition.2005.2006.bib	16767798	antioxidant	Molecular Function	go:0016209
IBS.Nutrition.2005.2006.bib	16767798	peppermint oil	Chemical Compound	cids06850741
IBS.Nutrition.2005.2006.bib	16767798	menthol	Chemical Compound	cids00001254
IBS.Nutrition.2005.2006.bib	16767798	plant	Tissue	bto:0001481
IBS.Nutrition.2005.2006.bib	16767798	respiratory tract	Tissue	bto:0000203
IBS.Nutrition.2005.2006.bib	16767798	hiatal hernia	Disease	doid:12642
IBS.Nutrition.2005.2006.bib	16767798	irritable bowel syndrome	Disease	doid:9778
IBS.Nutrition.2005.2006.bib	16767798	menthone	Chemical Compound	cids00026447
IBS.Nutrition.2005.2006.bib	16028435	urban	Environment	envo:00000856
IBS.Nutrition.2005.2006.bib	16214413	clostridium difficile	Organism	1496
IBS.Nutrition.2005.2006.bib	16214413	infectious diarrhea	Disease	doid:12384
IBS.Nutrition.2005.2006.bib	16214413	intestinal epithelial cell	Tissue	bto:0005937
IBS.Nutrition.2005.2006.bib	16214413	plant	Tissue	bto:0001481
IBS.Nutrition.2005.2006.bib	16214413	epithelial cells	Tissue	bto:0000414
IBS.Nutrition.2005.2006.bib	16214413	irritable bowel syndrome	Disease	doid:9778
IBS.Nutrition.2005.2006.bib	16214413	inflammatory bowel disease	Disease	doid:0050589
IBS.Nutrition.2005.2006.bib	15940629	irritable bowel syndrome	Disease	doid:9778
IBS.Nutrition.2005.2006.bib	15940629	interstitial cystitis	Disease	doid:13949
